,paragraph,category,source
2756,"“We are happy now that the National antidoping law has finally been passed by our sports loving President, Senator Bola Ahmed Tinubu, GCFR, and the ripple effect of such a landmark fear must swiftly be felt in our Sports starting with the current Sports Festival”, he stated.",Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2757,"Barcelona president, Laporta has provided positive news to all the fans concerning the future of teenage superstar Yamal, confirming that renewal talks with the player are progressing well.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2758,"The 17-year-old Ballon d’Or contender currently has a contract until 2026, but it is expected that he will shortly sign a long-term extension with the Catalans.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2759,"Yamal made his debut for the first team towards the end of the 2022-23 season, before carving out a place in Xavi’s team. He had a breakthrough season, followed by a sensational individual and collective Euro 2024 campaign with Spain, who lifted the trophy.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2760,"This season, he has been simply unstoppable under the tutelage of Hansi Flick, accumulating over 40 direct goal contributions.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2761,"Yamal, at 17, has become a cornerstone of this rampant Barcelona team, who could very well mark an era in a team that consists of Pedri, Pau Cubarsi, Raphinha, Fermin Lopez, Alejandro Balde, and more.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2762,"Speaking in an interview with TV3 (h/t Mundo Deportivo), Laporta said: “We’re working on this signing. It will go well. He’s a special player and feels at home at Barca. The transfer fee has to match the player’s value to the team, no matter how young he is. A talent like Lamine, who has exploded the way he has, has to be treated in a special way. We want him here for many years. So far, there have been no issues with his team. Everything is positive, and we believe it will end well. With Lionel Messi, we structured his bonuses so he remained highly motivated, and we won everything. In Lamine’s case, the emotional aspect is key, as we have to make him feel important and valued. Barca is the best club he can be at.",Sporting Sun,https://thesun.ng/lamine-yamal-to-get-messi-treatment-at-barca/
2763,Frank Warren warned not to rule out Moses Itauma fighting Oleksandr Usyk for the heavyweight title this year.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2764,Itauma has set the British boxing scene alight in just after just 11 bouts – delivering nine brutal knockouts.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2765,He has even been dubbed the next Mike Tyson – who became the youngest heavyweight champion of all time aged 20.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2766,And Itauma’s promoter Warren has not ruled out the 20-year-old Londoner fighting for the world title or against Usyk in 2025.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2767,Warren told Sky Sports: “I think he could fight for a world title this year. Who knows? He may fight him [Usyk] this year. Anything’s possible.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2768,"“We’ve got to see what happens but the thing is with Moses, I think within another fight or two he’s quite capable of being in exactly the same company as all these guys.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2769,“He can be up there with all of them.”,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2770,"Usyk, 38, faces Daniel Dubois, 27, on July 19 at Wembley two years after beating him in Poland but only after low-blow controversy.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2771,"The Ukrainian hopes to add to doubles over Tyson Fury, 36, and Anthony Joshua, 35, and warned he only had two fights left in his career.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2772,"Itauma, meanwhile, knocked out Demsey McKean with a savage left hand in December and now returns on Saturday against American Mike Balogun.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2773,"Warren said: “His last fight was a phenomenal performance. He was briefly in the ring but it’s not just the knockout, it’s how you do it.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2774,"“He’s got an excellent boxing brain, he’s got a superb jab. He measures his punches.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2775,"“Especially young guys, when they’ve got someone in trouble they swarm them, they don’t get their distance.",Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2776,“He takes his time. He measures his shots before he throws them. He gets it dead on.,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2777,“What is there not to like about him? He’s an exciting fighter.”,Sporting Sun,https://thesun.ng/moses-itauma-lined-up-for-sensational-world-title-fight-against-usyk/
2778,"Super Falcons coach, Justine Madugu has invited a total of 23 players, among them captain Rasheedat Ajibade, goalkeeper Chiamaka Nnadozie, defender Michelle Alozie, midfielder Toni Payne and forward Rinsola Babajide, for the upcoming two friendly matches against the Indomitable Lionesses of Cameroon.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2779,"There are also defenders Osinachi Ohale, Oluwatosin Demehin and Shukurat Oladipo, midfielders Deborah Abiodun and Jennifer Echegini, and forwards Ifeoma Onumonu and Francisca Ordega.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2780,"The Falcons and the Lionesses will face off at the Remo Stars Stadium, Ikenne-Remo on Saturday, May 31, before a second confrontation at the MKO Abiola Sports Complex in Abeokuta on Tuesday, June 3.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2781,"While the Falcons will use the matches as part of their preparations for the 13th Women Africa Cup of Nations taking place in Morocco, 5th – 26th July, the Lionesses will use the games to stay in shape for future challenges, having failed to qualify for this year’s Women AFCON finals.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2782,"All invited 23 players have been directed to arrive at the Am2pm Hotel in Ijebu-Ode on Monday, May26.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2783,"Nine-time champions Nigeria (they also won the two non-tournament-format competitions in 1991 and 1995) will be up against Tunisia, Algeria and Botswana in group B of the 13th Women AFCON in Morocco.",Sporting Sun,https://thesun.ng/international-friendlies-madugu-invites-nnadozie-ajibade-payne-20-others-for-cameroon/
2784,"From Paul Orude,Bauchi",Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2785,"The National Sports Commission, NSC, has disqualified six athletes in the on-going National Sports Festival, tagged Gateway Games 2024 holding in Abeaokuta, Ogun State for failing anti-doping tests.",Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2786,"The NSC DG Hon Bukola Olopade, warned that any registered athletes discovered with antidoping issues cannot compete for scoring medals at the ongoing National Sports Festival",Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2787,Olopade made it clear after a strategic joint meeting of the Main Organising Committee and the Local Organising Committee of the Games on Monday,Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2788,"“This is in line with global best practices and the World antidoping Agency (WADA) code,” the commission said",Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2789,The NSC DG charged all the participating states to take note of this and reiterates the Commission’s commitment to ensuring that every athlete compete very clean.,Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2790,” The issue of antidoping is one important mandate of the Commission to ensure that Nigeria is devoid of drugs problems at both domestic and international competitions.,Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
2791,"”We are happy now that the National antidoping law has finally been passed by our Sports loving President, Senator Bola Ahmed Tinubu, GCFR, and the ripple effect of such a landmark fear must swiftly be felt in our Sports starting with the current Sports Festival”, he stated.",Sporting Sun,https://thesun.ng/ogun-2024-nsc-disqualifies-six-athletes-for-failing-anti-doping-tests/
